Employer_id;Employer_name;Total_working_position;Employer_state
513641;Four Leaf;1;DE
513642;Ppk Prime;1;FL
513643;Hublot Of;1;NY
513644;Birlasoft Computer;20;NJ
513645;Zifo ;61;IL
513646;Blue Heron;9;NY
513647;Teleworld Solutions;25;VA
513648;Ctca Administrative;1;IL
513649;Claritas Rx;2;CA
513650;Birlasoft Solutions;153;NJ
513651;Flexon ;12;CA
513652;Proklin T;2;WA
513653;Tcg Digital;30;NJ
513654;Anadarko Petroleum;4;TX
513655;Infocepts ;32;VA
513656;Hitachi Vantara;344;CA
513657;Vistex ;29;IL
513658;The Hackett;8;FL
513659;Yainational Institute;7;NY
513660;Computacenter United;4;MA
513661;Reveal Data;3;IL
513662;Geekplus America;11;CA
513663;Crb Builders;1;MO
513664;Bdo ;130;IL
513665;Seg Automotive;1;MI
513666;Occidental Petroleum;22;TX
513667;Gca Advisors;1;CA
513668;Aes ;1;VA
513669;Draftpoint ;1;PA
513670;Stable Auto;1;CA
513671;Dtex ;4;CA
513672;Anvay Solutions;1;WA
513673;Datametrics Software;13;NJ
513674;On Board;3;NJ
513675;Sciencelogic ;8;VA
513676;Haantech ;1;TX
513677;Prowess It;20;NJ
513678;Hashi ;38;CA
513679;Kaygen ;3;CA
513680;Vigna ;19;GA
513681;Nexstar Media;3;TX
513682;Vibrant ;13;NJ
513683;Livmor ;1;TX
513684;Zoom Video;212;CA
513685;Pls Financial;4;IL
513686;Zwift ;4;CA
513687;Snaplogic ;18;CA
513688;Cue Health;14;CA
513689;Dynamic Campus;2;TX
513690;Remote Tiger;24;MD
513691;Contextlogic ;76;CA
513692;Orate Biz;1;NJ
513693;Braze ;17;NY
513694;Inertia ;2;CA
513695;Sapphire ;3;NY
513696;Velaga Associates;7;PA
513697;Merlyn Mind;4;NY
513698;Tendelta ;1;NY
513699;Liferay ;1;CA
513700;Telgian ;2;GA
513701;Reachmobi ;6;MO
513702;Invisalert Solutions;1;PA
513703;Sita Information;17;GA
513704;Fox Cable;37;CA
513705;Tubi ;17;CA
513706;Icix North;8;GA
513707;Geon Performance;1;OH
513708;Sqad ;1;NY
513709;Cloudian ;4;CA
513710;Loginsoft Consulting;1;VA
513711;Conversica ;2;CA
513712;Glynn Capital;1;CA
513713;Autopay Direct;1;CO
513714;Urban Strategies;1;CA
513715;Thrasys ;2;CA
513716;Hughes Systique;9;MD
513717;Suzy ;5;NY
513718;Aes Us;2;VA
513719;Innoppl ;1;GA
513720;Aes Alamitos;1;VA
513721;Shiji Us;3;GA
513722;Moet Hennessy;1;NY
513723;Wsd Digital;11;CT
513724;Intelligent Infotech;3;GA
513725;Saks ;42;IL
513726;Hero Digital;5;CA
513727;Applovin ;27;CA
513728;Dbt Labs;7;PA
513729;Prime Place;2;KS
513730;Tower Research;50;NY
513731;Global Applications;10;NJ
513732;Venture Global;5;VA
513733;Euromonitor International;3;IL
513734;Workato ;25;CA
513735;Fresh ;1;NY
513736;Savencia Cheese;2;DE
513737;Nieman Marcus;3;TX
513738;Morganfranklin ;1;VA
513739;Bdo Consulting;2;IL
513740;Bioskryb Genomics;2;NC
513741;Tcw ;7;CA
513742;Catalyst Fund;1;IL
513743;Realtech Holdings;1;NY
513744;Precisely Software;21;MA
513745;Mirantis ;9;CA
513746;Sbp Consulting;39;TX
513747;The Law;9;NY
513748;Voyager Digital;2;NY
513749;Dstillery ;1;NY
513750;Octagos Acquisition;1;TX
513751;Majesco Software;4;NJ
513752;Coeur D'Alene;1;ID
513753;Fluence Energy;24;VA
513754;Fox Technology;7;CA
513755;Disqo ;19;CA
513756;Zayo ;8;CO
513757;Indxx ;9;NY
513758;Gft ;2;NY
513759;Nivid Infotech;39;VA
513760;Evry ;14;TX
513761;Nav ;1;UT
513762;American Advisors;2;CA
513763;Management Health;6;CT
513764;Sikich ;1;IL
513765;Amino ;1;CA
513766;West Coast;1;CA
513767;Udemy ;44;CA
513768;Kunai ;18;CA
513769;Cronus Pharma;4;NJ
513770;Yai ;2;NY
513771;Thrive Market;13;CA
513772;Logicmonitor ;4;CA
513773;A P;2;MD
513774;Logrhythm ;3;CO
513775;Twin Health;11;CA
513776;Xerox ;7;NY
513777;Iovance Biotherapeutics;7;CA
513778;Jvion ;3;GA
513779;Fivesky ;3;NY
513780;Cloudreach ;6;NY
513781;Milliman ;28;IL
513782;Orkes ;1;CA
513783;Spigot ;2;FL
513784;Kld Engineering;4;NY
513785;Skillsoft ;6;NH
513786;Armanino ;25;CA
513787;Ribbon Communications;11;CA
513788;N2N Services;3;GA
513789;Dayton Power;1;OH
513790;Fulcrum Collaborations;2;VA
513791;Unify ;1;AL
513792;Lcg ;9;MD
513793;Greenberg Traurig;7;NY
513794;Get Fabric;6;NY
513795;Msid ;2;IL
513796;Clara Analytics;4;CA
513797;Yes Energy;2;CO
513798;Axway ;28;AZ
513799;Lookout ;20;CA
513800;Logicworks ;3;NY
513801;Clerk Of;1;FL
513802;Acuitymd ;1;MA
513803;Sopheon ;2;MN
513804;Forgen ;2;CO
513805;Vias ;1;TX
513806;Enghouse Interactive;6;AZ
513807;Flowserve Us;8;TX
513808;Tower Bridge;1;VA
513809;Webonise Us;1;NC
513810;Emporia State;3;KS
513811;V2Solutions ;11;CA
513812;Tek Leaders;184;TX
513813;Shein Technology;8;CA
513814;Benchmark Education;8;NY
513815;Inpensa ;3;NJ
513816;American Chase;1;OR
513817;Biogen ;113;MA
513818;Drivenets ;4;NJ
513819;Hyphen Solutions;2;TX
513820;Ghd Services;1;TX
513821;Datamart ;12;NJ
513822;Shield Al;2;CA
513823;Webflow ;5;CA
513824;Sunfix ;1;NJ
513825;Health Services;8;AZ
513826;Quotewizard ;6;NC
513827;Spotline ;2;CA
513828;Bobcatminer ;1;CA
513829;Sunwave Health;1;FL
513830;Teletracking ;33;PA
513831;Db9 Services;2;TX
513832;Lloyd'S Register;3;TX
513833;Aes Services;1;VA
513834;Myersholum ;6;NY
513835;Birlasoft Consulting;18;NJ
513836;Modivcare Solutions;13;CO
513837;Deliverr ;12;CA
513838;Promethium ;1;CA
513839;Avenue Consultants;3;UT
513840;Cordis Us;2;FL
513841;Celldex Therapeutics;3;NJ
513842;Navvis ;5;MO
513843;Darigold ;4;WA
513844;Vaco ;5;TN
513845;Samba Tv;6;CA
513846;Lantern Pharma;1;TX
513847;Dakkota Integrated;2;MI
513848;Sice ;2;FL
513849;Inhance Digital;3;CA
513850;Graticule Asia;1;NY
513851;Cobalt Cattle;1;KS
513852;Colasiss ;6;CO
513853;Oneplan Solutions;1;CA
513854;Boston Strategic;2;MA
513855;Mavenlink ;2;CA
513856;Weo ;2;FL
513857;Fractal Analytics;63;NY
513858;Blue Haven;1;MA
513859;Predactica ;2;TX
513860;Sharechat Labs;1;DE
513861;Ava Labs;3;NY
513862;Cole Partners;1;NY
513863;Ntt ;1;VA
513864;Jaraam ;2;CA
513865;Provectus It;4;CA
513866;Zeku ;12;CA
513867;Cardlytics ;35;GA
513868;Singular Analysts;22;TX
513869;Narveetech ;18;TX
513870;Adams State;1;CO
513871;Updike Distribution;2;AZ
513872;Aker Solutions;3;TX
513873;Architekton ;1;AZ
513874;Webasto Charging;7;CA
513875;Nautilus Hyosung;1;TX
513876;Pilot ;29;NJ
513877;Verde Tech;7;AZ
513878;S4 Technosoft;3;NJ
513879;Octane Lending;14;NY
513880;New Digital;5;CA
513881;Ubs Realty;2;CT
513882;Upright ;1;OR
513883;Dascena ;3;TX
513884;Recode Therapeutics;2;CA
513885;Digital Video;2;CA
513886;An Phat;6;TX
513887;Acubahn ;4;MI
513888;Willoughby 2000;1;NC
513889;Clearwater Analytics;18;ID
513890;Poshmark ;20;CA
513891;Allata ;2;TX
513892;Dyno Therapeutics;2;MA
513893;Edigene Biotechnology;1;MA
513894;Lightmatter ;4;MA
513895;Charter Brokerage;1;NY
513896;Intellectyx ;2;CO
513897;Network Packaging;2;IN
513898;Applet ;5;VA
513899;Softbank Robotics;1;CA
513900;Moelis ;27;NY
513901;Fullstory ;2;GA
513902;Luna Innovations;1;VA
513903;Market Logic;1;IL
513904;Axelaar ;8;VA
513905;Partnership On;1;CA
513906;City5 Consulting;1;NY
513907;Actasys ;1;NY
513908;Miku ;1;NJ
513909;Prowise Solutions;10;NJ
513910;Softntek ;6;TX
513911;Caltek Solutions;7;CA
513912;Shutterstock ;19;NY
513913;Invent Analytics;1;PA
513914;Crisil Irevna;9;NY
513915;Saiana ;4;NJ
513916;Pacifica Hosts;4;CA
513917;Karv It;8;TX
513918;Sps Commerce;2;MN
513919;Styra ;1;CA
513920;Physician Affiliate;33;NY
513921;Praxis Consultants;3;NJ
513922;Core Software;12;NJ
513923;Infosys Limited;85922;TX
513924;Ebyte ;14;FL
513925;Shamrock Foods;7;AZ
513926;Spaulding Rehabilitation;8;MA
513927;Prolifics ;29;FL
513928;Datson360 ;28;FL
513929;Saggezza ;26;IL
513930;Botkeeper ;1;MA
513931;Fynbosys ;5;CA
513932;Körber Pharma;1;NJ
513933;Koerber Pharma;3;NJ
513934;Thought Machine;4;NY
513935;Rams ;1;GA
513936;Hsquare It;14;FL
513937;Bdsn International;28;NJ
513938;Simplehealth ;3;NY
513939;Malvi ;12;NJ
513940;Assurant Technology;1;OH
513941;Vital Farms;2;TX
513942;Agile Squad;6;NJ
513943;Advent Financial;2;KY
513944;Xl Specialty;2;CT
513945;Ariston Tek;14;NJ
513946;Accurant Biotech;1;NJ
513947;Walker Macy;2;OR
513948;Jonestrading Institutional;4;CA
513949;Capstone ;16;MI
513950;Cloud It;12;MI
513951;Klaviyo ;21;MA
513952;Prolim Consulting;20;MI
513953;Fedex Orate;335;TN
513954;Moody'S Shared;27;NY
513955;Inmyshow ;5;CA
513956;Ulytics ;2;IL
513957;Fmt Consultants;3;CA
513958;Belong Home;3;CA
513959;Datasoft ;17;MI
513960;Mythri Consultin;1;TX
513961;Varonis ;4;NY
513962;Agnico Eagle;1;NV
513963;Alubar Metals;1;MO
513964;Samuel T;2;PA
513965;Tek Labs;23;MI
513966;Biblioso ;2;WA
513967;Laguardia Community;1;NY
513968;Fragomen Del;7;NJ
513969;Pantera Capital;1;CA
513970;Hig Capital;2;FL
513971;Ideaon ;21;CA
513972;Infosys Public;55;TX
513973;Zima International;1;NY
513974;Servicemaster Opco;2;GA
513975;Placeiq ;1;NY
513976;Infosys Bpm;804;TX
513977;Effectus ;4;CA
513978;Healthstream ;46;TN
513979;Elation Health;3;CA
513980;One Network;12;TX
513981;Angelo Gordon;4;NY
513982;Doma Orate;14;CA
513983;Valassis Communications;9;MI
513984;Lancesoft ;10;VA
513985;Kongregate ;1;CA
513986;Orchestra Technology;47;TX
513987;Jp Morgan;1;IL
513988;Fivetran ;19;CA
513989;Northgatearinso ;1;TX
513990;Promenade ;1;CA
513991;Triangle Environmental;2;CA
513992;Market Medium;2;CA
513993;Orcutt Winslow;1;AZ
513994;Source One;2;TX
513995;Prolim Global;4;MI
513996;Numero Data;1;VA
513997;Tanovus ;2;CA
513998;Computer Technology;1;CA
513999;Voltron Data;3;CA
514000;Davidson Kempner;10;NY
514001;Beyond Finance;5;TX
514002;Voxai Solutions;6;TX
514003;Blessing Orate;1;IL
514004;Micro Focus;53;CA
514005;Cheniere Energy;11;TX
514006;Mobolutions ;9;TX
514007;Chasm Advanced;2;MA
514008;Beacon Healthcare;1;CA
514009;6 River;18;MA
514010;Credible Labs;23;CA
514011;Flexport ;94;CA
514012;Square International;2;CA
514013;Bjc Health;1;MO
514014;Yourmembership ;3;FL
514015;Foursquare Labs;15;NY
514016;Nextroll ;19;CA
514017;Stantec Consulting;71;CO
514018;Abc Fitness;2;TX
514019;Hatch Associates;16;PA
514020;Stantec Architecture;9;IL
514021;Movilitas Consulting;19;MD
514022;Virgin Pulse;14;RI
514023;The Boeing;30;MO
514024;Cash App;3;CA
514025;Hutker Architects;1;MA
514026;Altudo ;17;NY
514027;Shipworx Engineering;1;NJ
514028;Asm Nexx;3;GA
514029;Aecon Infrastructure;2;WA
514030;Cybelangel ;1;MA
514031;Coeur Mining;3;IL
514032;Hallmark Financial;3;TX
514033;Genesis Financial;3;OR
514034;Nolan Real;1;TX
514035;Sarkar Dental;3;TX
514036;Manifold ;2;CA
514037;Castlight Health;23;CA
514038;Servis One;2;TX
514039;Surrozen Operating;2;CA
514040;Lululemon ;42;WA
514041;Celestica ;1;NH
514042;Unanet ;1;VA
514043;Lambda Labs;2;CA
514044;Pure ;1;MD
514045;Viome Life;5;WA
514046;J2 Global;1;NY
514047;Lambda ;2;CA
514048;Mwh Constructors;4;CO
514049;Mr Consultants;13;MA
514050;Lightsource Renewable;5;CA
514051;Solaris Pharma;2;NJ
514052;Gate Gourmet;4;VA
514053;Chonex ;1;AL
514054;Mrm New;3;NY
514055;Persado ;3;NY
514056;Oasis Labs;1;CA
514057;Psomas ;1;CA
514058;Egomotion ;5;CA
514059;Iqmetrix ;1;NC
514060;Esco ;1;OR
514061;Cohere Health;10;MA
514062;Tulip Interfaces;5;MA
514063;Seabird Electronics;2;WA
514064;Avangrid Management;1;CT
514065;Ferrara Candy;2;IL
514066;Thermos Llc;1;IL
514067;720 Entertainment;1;CA
514068;Matte Finish;3;NY
514069;American Sports;1;FL
514070;G H;3;IL
514071;Pact Pharma;2;CA
514072;Vix Technology;1;WA
514073;Galaxy Us;19;FL
514074;Bulletproof ;4;NY
514075;Celestica Precision;3;CA
514076;Transdev North;1;IL
514077;Onward ;35;IL
514078;New World;1;CA
514079;Amway International;1;MI
514080;1Uphealth ;2;MA
514081;Cloudinary ;3;CA
514082;Lx Hausys;5;GA
514083;Houzz ;37;CA
514084;Loyal Health;16;GA
514085;Hka Global;5;PA
514086;Knack ;7;NJ
514087;Crrc Ma;4;MA
514088;Greystar Management;13;SC
514089;Verneek ;1;NJ
514090;Dotdash Media;8;NY
514091;Styleseat ;3;CA
514092;Wolfe Research;3;NY
514093;Srk Consulting;6;CO
514094;International Automotive;5;MI
514095;Clarios ;18;WI
514096;Syncreon ;3;PA
514097;Syncreon America;5;MI
514098;Cargo Max;1;FL
514099;Alipay Us;7;CA
514100;Marquette University;23;WI
514101;Fusion ;7;OH
514102;Airbnb ;222;CA
514103;Curis ;2;MA
514104;Casanova Publicidad;3;CA
514105;Nemak ;6;MI
514106;Navigate360 ;4;OH
514107;Quick Power;2;CA
514108;Moxie Marketing;1;Unknown
514109;Bluegrass Biofuels;1;KY
514110;York International;8;WI
514111;Focus Technology;1;MA
514112;Adisseo ;2;GA
514113;China Mobile;8;CA
514114;One Finance;3;CA
514115;Strike ;11;NY
514116;Galahad Araiz;2;NY
514117;Stiaos ;10;TX
514118;Vitro Flat;2;PA
514119;Synaty ;12;TX
514120;Project Verte;3;GA
514121;Tays ;1;MD
514122;Summit Ridge;4;VA
514123;Stefanini ;11;MI
514124;Rightpoint Consulting;7;NJ
514125;Alter Domus;3;IL
514126;Syntax ;16;NC
514127;Owensillinois General;2;OH
514128;Optiver Services;14;IL
514129;Nolan Transportation;2;GA
514130;Dimensional Control;4;MI
514131;Amarex Clinical;6;MD
514132;Lendbuzz ;10;MA
514133;Exterro ;1;OR
514134;Xcel Energy;4;MN
514135;Owensillinois ;3;OH
514136;Greater Kudu;3;CA
514137;Ascension Borgess;3;MI
514138;Illinois State;24;IL
514139;Voltech Services;2;PA
514140;Ddp Specialty;3;DE
514141;Staffing Accountants;17;NY
514142;Qatalog ;1;DE
514143;Ocnx ;1;WY
514144;Stack Design;1;MA
514145;Rowan University;14;NJ
514146;Oakland University;18;MI
514147;Eagle County;2;CO
514148;Hi Marley;3;MA
514149;Mobirey ;11;NJ
514150;Ror Partners;2;NV
514151;St Norbert;7;WI
514152;Greenlight Biosciences;19;MA
514153;Guidepoint Global;8;NY
514154;Plutoshift ;2;CA
514155;Infylogy ;22;TX
514156;Corematiq ;51;NJ
514157;Seamgen ;1;CA
514158;Madison Spine;1;TX
514159;Ben ;4;CA
514160;Gdm Seeds;1;IL
514161;Silver Touch;1;NY
514162;Ellevest ;1;NY
514163;Last Mile;2;TX
514164;Us Beverage;3;NJ
514165;Lyeric ;1;NY
514166;Gulf Cable;1;NJ
514167;Keystone Pacific;1;CA
514168;Natuvion Americas;1;PA
514169;Laureate Us;4;IL
514170;Argo Design;1;TX
514171;Leyton ;3;MA
514172;Unifi Aviation;8;GA
514173;Wabtec Us;33;PA
514174;Deputy ;3;CA
514175;Precisetv ;1;NY
514176;Method Communications;2;UT
514177;Alida ;1;WA
514178;Serviont Global;23;NJ
514179;Exa Data;62;NJ
514180;Savings Bank;1;CA
514181;Gemological Institute;11;CA
514182;Chainalysis ;14;NY
514183;Zulily ;47;WA
514184;Vernus ;6;NJ
514185;Carnegie Infotech;7;NJ
514186;Texans It;26;TX
514187;Ngusoft ;3;CA
514188;Nexa3D ;2;CA
514189;Delaware Cardiovascular;1;DE
514190;Hitachi Solutions;20;CA
514191;Dorsey ;3;MN
514192;Colsh Consultants;72;NJ
514193;Williams College;5;MA
514194;True Partners;7;IL
514195;Opentrons Labworks;6;NY
514196;Genpact ;150;NJ
514197;Webbank ;10;UT
514198;Everyday Speech;1;MA
514199;Databento ;3;MA
514200;York Solutions;2;IL
514201;Acante ;1;CA
514202;Harvard Medical;24;MA
514203;Hso Enterprise;8;NY
514204;Fender Musical;5;AZ
514205;The Asian;5;CA
514206;Blue Source;1;UT
514207;Gestamp West;2;WV
514208;Resolve To;4;NY
514209;Edscha Automotive;2;MI
514210;Penn State;29;PA
514211;Alphosoft ;6;NJ
514212;Intelearc ;3;VA
514213;Willis Knighton;3;LA
514214;Totalenergies Petrochemicals;2;TX
514215;Infinite Tiers;3;OH
514216;Ideate ;23;OH
514217;Tek Giants;7;VA
514218;Addiox ;10;NJ
514219;Ampcus ;13;VA
514220;Owensbrockway Glass;1;OH
514221;Speridian ;101;NM
514222;Premere Rehab;4;OR
514223;Level Access;17;VA
514224;Verisk 3E;3;CA
514225;Autotech Engineering;1;MI
514226;Dte Electric;8;MI
514227;Roofstock ;18;CA
514228;Kiavi ;2;PA
514229;Forensic Risk;4;RI
514230;Mycase ;7;CA
514231;Dte Energy;8;MI
514232;Grimshaw Architects;18;NY
514233;Insead North;1;NY
514234;Illinois Wesleyan;3;IL
514235;Artisan Consulting;5;MI
514236;Freshfields Bruckhaus;50;NY
514237;Thomas Jefferson;61;PA
514238;Ikonic Soft;20;MN
514239;Vtex Commerce;5;FL
514240;Syapse ;11;CA
514241;Quantumid ;8;MA
514242;Bway ;1;IL
514243;Dona Cooperdockery;1;TX
514244;Mokxa ;1;MD
514245;Airtech ;1;NJ
514246;Northeastern Illinois;5;IL
514247;Kpi Partners;5;CA
514248;Airworks Solutions;7;MA
514249;Drexel University;28;PA
514250;Riverside Physician;6;VA
514251;Arkansas Health;11;AR
514252;Bluerock Therapeautics;3;MA
514253;Mars Hill;1;NC
514254;Ittdigital ;2;NJ
514255;Paper Cut;2;NY
514256;Micropatent ;2;AZ
514257;Palladium ;2;DC
514258;Comfort Guys;1;IN
514259;Willisknighton Medical;6;LA
514260;Platform 3;4;MN
514261;Bwi North;5;OH
514262;Spokeo ;14;CA
514263;Brand New;2;NY
514264;Jtc Accountancy;3;CA
514265;Bramasol ;5;CA
514266;Econtenti ;3;NJ
514267;Accutar Biotechnology;3;NY
514268;Systech ;37;NJ
514269;Lazar Spinal;1;MI
514270;Valo Health;2;MA
514271;Headstrong Services;122;NJ
514272;Dura Line;2;TN
514273;Nueralinks ;19;TX
514274;Colossal Biosciences;6;TX
514275;Partners Soft;8;CT
514276;Akili ;1;TX
514277;Vizens ;3;VA
514278;Aim Immunotech;1;FL
514279;Epitec ;3;MI
514280;Livingston Smiles;1;TX
514281;Sro ;6;WA
514282;Rededge ;1;PA
514283;Logan Data;7;MA
514284;Perpetual Solutions;3;NY
514285;Globaltekforcecom ;27;VA
514286;Jobcase ;13;MA
514287;Ipsos Mma;9;CT
514288;The Thrasher;1;WV
514289;Renotek ;18;NJ
514290;Neopay Global;1;TN
514291;Flatiron Health;16;NY
514292;Lifespan Physician;46;RI
514293;Inoventures ;1;VA
514294;Agile Infoways;1;GA
514295;Harris County;9;TX
514296;Indiana Biosciences;1;IN
514297;Liberty Global;1;CO
514298;Astronomer ;7;OH
514299;Technovators ;5;NJ
514300;Mccomb School;2;MS
514301;Regal Medical;1;CA
514302;Volansys ;6;CA
514303;Ondemand Agility;36;PA
514304;Echelon It;36;NJ
514305;Curebase ;3;CA
514306;Regedge ;1;PA
514307;Knowteq ;1;NJ
514308;Limited Memory;1;TX
514309;Ntech International;18;NC
514310;Laboredge ;1;MI
514311;Inmarket Media;7;CA
514312;Egenesis ;1;MA
514313;Mille Lacs;10;MN
514314;Avantgarde Health;3;MA
514315;Tekbasic ;7;NJ
514316;Danco ;1;TX
514317;Griffin Solutions;3;GA
514318;Summitworks ;20;NJ
514319;Ryan Specialty;4;IL
514320;Tekone ;4;TX
514321;Qlytix ;31;FL
514322;Dr Mileski;1;WA
514323;Dr Young;1;NH
514324;Quickbase ;8;MA
514325;Indus ;84;NJ
514326;Bdi Plus;5;NY
514327;Dr Scott;1;MS
514328;Saltmine ;3;CA
514329;Ednovate ;1;CA
514330;Aumraj ;2;CA
514331;Openlogix ;41;MI
514332;Cpte Health;1;NH
514333;I28 ;33;NJ
514334;Netdocuments Software;2;UT
514335;Shannon ;1;WA
514336;Cbi Storage;1;TX
514337;The Sandcastle;1;GU
514338;Moss ;18;FL
514339;Community Medical;11;CA
514340;Clark Pacific;3;CA
514341;Grand Central;1;FL
514342;Total Expert;4;MN
514343;Pregis Films;1;IL
514344;Dm Logic;23;NJ
514345;Izeal ;34;VA
514346;Dytek Solutions;10;AZ
514347;Pari Robotics;4;MI
514348;Xpanxion ;3;GA
514349;Cloudserve Solutions;4;TX
514350;Drw Holdings;23;IL
514351;Appzlogic ;12;CA
514352;Collaborative ;9;PA
514353;Cozen O’Connor;1;PA
514354;Western Governors;26;UT
514355;Aita Consulting;19;NJ
514356;Netline ;27;NJ
514357;Weaver Consultants;1;IL
514358;Adweko America;1;FL
514359;Saintech Soultions;1;VA
514360;Minth North;3;MI
514361;Trinity Health;45;ND
514362;Exavalu ;13;CA
514363;Cinturi ;2;TX
514364;Lakireddy Dental;1;OH
514365;Pacefl Dental;1;FL
514366;River 5;3;CA
514367;Mirra Tech;1;FL
514368;Miami Valley;1;OH
514369;Novos Solutions;7;IN
514370;Saintech Solutions;1;VA
514371;Ahtap ;2;TX
514372;Edison Info;24;MI
514373;Nelson Nunez;1;TX
514374;Neo Prism;66;TX
514375;Resonant Link;2;VT
514376;Service Oriented;8;CA
514377;Icon Clinical;6;PA
514378;Jpc Architects;1;WA
514379;Mindquest Technology;44;AZ
514380;Rv Global;8;NJ
514381;Adepoju Dmd;1;MO
514382;Hanuhigh ;13;MO
514383;Stebr ;4;CA
514384;Torpago ;2;CA
514385;Tekflaire ;1;TX
514386;Avalon Health;3;UT
514387;Technology Square;14;NJ
514388;Galaxy Software;11;MI
514389;Mainframe ;1;UT
514390;Ga Dentistry;1;GA
514391;Whosolves ;1;CA
514392;Cvslogic ;13;NJ
514393;Vars Consulting;4;NJ
514394;Aga Fin;8;NJ
514395;Csts ;13;NJ
514396;Inteli Platforms;11;NJ
514397;Spectrum Cure;1;CA
514398;Nihilent ;9;MN
514399;Prediktive ;2;CA
514400;Corus Soft;10;NJ
514401;Technitia ;3;CA
514402;Apptivo ;3;CA
514403;Nestor ;20;NJ
514404;Ar Solutions;12;DE
514405;Cequr ;1;SC
514406;Pmab ;4;NC
514407;Cantina Consulting;1;MA
514408;Oq Chemicals;1;TX
514409;Flywheel Digital;2;MD
514410;Hermitage Info;21;NJ
514411;Rapport It;3;DE
514412;Master Compliance;40;NJ
514413;Bridgetown Consulting;15;NJ
514414;Funimation Global;4;TX
514415;Patientpop ;2;CA
514416;Innoflexion ;4;CA
514417;Cliecon Solutions;3;NJ
514418;Xl Softek;26;GA
514419;Karyopharm Therapeutics;10;MA
514420;Assign ;10;CA
514421;Zeta Global;5;NY
514422;Lyft ;242;CA
514423;Sunixa Solutions;1;CA
514424;Uptake ;3;IL
514425;Mountain Digital;7;TX
514426;Agentology ;4;CA
514427;Palvai Global;11;NJ
514428;Iex ;2;NY
514429;Keena Healthcare;1;NY
514430;Cw Professional;20;MI
514431;Oncore Consulting;9;CA
514432;Obsidian Security;3;CA
514433;Skillnet Solutions;4;CA
514434;Codility Us;2;CA
514435;Mavenir ;49;TX
514436;Softworld ;64;MA
514437;Russell Investments;20;WA
514438;Software Programming;35;NJ
514439;Tory Burch;12;NY
514440;Cognitive Artificial;6;NJ
514441;Lindsay ;3;NE
514442;Dataquad ;101;TX
514443;Muke ;7;NJ
514444;Txscd Dental;3;TX
514445;Dunnhumby ;5;OH
514446;Bortonlawson Engineering;1;PA
514447;Kaleyra Us;2;CA
514448;Avideoncrm ;2;MD
514449;Bizmatics ;1;CA
514450;Advanced Flow;4;OK
514451;Pronix ;10;NJ
514452;Bi Labs;18;NJ
514453;Basis ;3;IL
514454;Amyris ;30;CA
514455;Lotus Technology;1;NJ
514456;Bizanalytica ;7;NH
514457;Basis Global;2;IL
514458;Dataquest ;68;NJ
514459;Talented It;12;IL
514460;Suprasoft ;58;IL
514461;Aspire ;110;IL
514462;Nam Info;33;NJ
514463;Sky Solutions;14;VA
514464;Model N;30;CA
514465;Hireright ;1;TN
514466;Horizon ;4;VA
514467;Neo Tech;40;NJ
514468;Peopleconnect ;2;WA
514469;Truecar ;16;CA
514470;Hih ;8;IL
514471;Kalderos ;1;IL
514472;Symbioun ;45;NJ
514473;Infoville ;56;NJ
514474;Digital Mobile;24;MD
514475;Rcg Global;11;NJ
514476;Technology Partners;16;MO
514477;Infoweb ;7;IA
514478;Likewize Device;4;GA
514479;The Pripal;29;NJ
514480;Ebuilder ;4;FL
514481;Lightbend ;1;CA
514482;Alpha Nodus;1;TX
514483;Controltec ;7;MI
514484;Highradius ;16;TX
514485;Megatrendz Media;9;NJ
514486;Hicuity Health;1;MO
514487;Leopard Imaging;2;CA
514488;Epath ;8;IA
514489;Digital Management;17;MD
514490;Im Solutions;19;NJ
514491;Datachat ;7;WI
514492;Atom Tech;4;CA
514493;Freeport Lng;3;TX
514494;Moxie ;13;PA
514495;Cy9 ;11;TX
514496;The Art;4;IL
514497;Confiminds ;10;VA
514498;Critigen ;1;WA
514499;Millennium Consultants;1;NJ
514500;Blue Skies;1;CA
514501;Agap ;36;TX
514502;Oceanx ;4;CA
514503;Sky ;13;VA
514504;Trianz Consulting;26;VA
514505;Veristat ;5;MA
514506;Schwan'S Shared;3;MN
514507;Quartet Health;5;NY
514508;E4Henvironments For;1;VT
514509;Spri Partners;4;IL
514510;Perfect Dental;3;MA
514511;Techdata Service;54;PA
514512;Philadelphia College;3;PA
514513;Ebybrown ;6;IL
514514;Kittelson ;9;OR
514515;Ahs Multifamily;1;FL
514516;Aspen Dental;19;NY
514517;Matica Biotechnology;1;TX
514518;Onfido ;1;CA
514519;Hotta Liesenberg;9;CA
514520;Bakkt ;3;GA
514521;Globalclick ;4;CO
514522;D2Sol ;19;NC
514523;Sullivancotter ;2;MN
514524;Jaeb Center;2;FL
514525;Nativex ;4;MN
514526;Stevens Institute;15;NJ
514527;National Veterinary;3;CA
514528;Forever Fresh;1;DE
514529;Agrofresh ;3;PA
514530;Apollo Net;1;NY
514531;Cortec Global;3;MN
514532;Informa Preton;1;NY
514533;Miss Rose;1;WY
514534;George Clinical;1;KS
514535;Hjkj ;1;CA
514536;Equiem ;4;NY
514537;Simplement ;1;NV
514538;Team Vyral;1;CA
514539;Kings ;1;CA
514540;Chicago Bridge;3;TX
514541;Lindt ;9;MO
514542;Footbridge Consulting;3;MA
514543;Parametric Portfolio;1;WA
